,path,source,actor,gender,emotion,emotion_lb,split
109,E:/SER/audio/Actor_02/03-01-07-02-01-02-02.wav,Ravdess,2,female,7,female_disgust,Train
110,E:/SER/audio/Actor_02/03-01-07-02-02-01-02.wav,Ravdess,2,female,7,female_disgust,Train
111,E:/SER/audio/Actor_02/03-01-07-02-02-02-02.wav,Ravdess,2,female,7,female_disgust,Train
112,E:/SER/audio/Actor_02/03-01-08-01-01-01-02.wav,Ravdess,2,female,8,female_surprised,Train
113,E:/SER/audio/Actor_02/03-01-08-01-01-02-02.wav,Ravdess,2,female,8,female_surprised,Train
114,E:/SER/audio/Actor_02/03-01-08-01-02-01-02.wav,Ravdess,2,female,8,female_surprised,Train
115,E:/SER/audio/Actor_02/03-01-08-01-02-02-02.wav,Ravdess,2,female,8,female_surprised,Train
116,E:/SER/audio/Actor_02/03-01-08-02-01-01-02.wav,Ravdess,2,female,8,female_surprised,Train
117,E:/SER/audio/Actor_02/03-01-08-02-01-02-02.wav,Ravdess,2,female,8,female_surprised,Train
118,E:/SER/audio/Actor_02/03-01-08-02-02-01-02.wav,Ravdess,2,female,8,female_surprised,Train
119,E:/SER/audio/Actor_02/03-01-08-02-02-02-02.wav,Ravdess,2,female,8,female_surprised,Train
120,E:/SER/audio/Actor_03/03-01-01-01-01-01-03.wav,Ravdess,3,male,1,male_neutral,Train
121,E:/SER/audio/Actor_03/03-01-01-01-01-02-03.wav,Ravdess,3,male,1,male_neutral,Train
122,E:/SER/audio/Actor_03/03-01-01-01-02-01-03.wav,Ravdess,3,male,1,male_neutral,Train
123,E:/SER/audio/Actor_03/03-01-01-01-02-02-03.wav,Ravdess,3,male,1,male_neutral,Train
124,E:/SER/audio/Actor_03/03-01-02-01-01-01-03.wav,Ravdess,3,male,1,male_neutral,Train
125,E:/SER/audio/Actor_03/03-01-02-01-01-02-03.wav,Ravdess,3,male,1,male_neutral,Train
126,E:/SER/audio/Actor_03/03-01-02-01-02-01-03.wav,Ravdess,3,male,1,male_neutral,Train
127,E:/SER/audio/Actor_03/03-01-02-01-02-02-03.wav,Ravdess,3,male,1,male_neutral,Train
128,E:/SER/audio/Actor_03/03-01-02-02-01-01-03.wav,Ravdess,3,male,1,male_neutral,Train
129,E:/SER/audio/Actor_03/03-01-02-02-01-02-03.wav,Ravdess,3,male,1,male_neutral,Train
130,E:/SER/audio/Actor_03/03-01-02-02-02-01-03.wav,Ravdess,3,male,1,male_neutral,Train
131,E:/SER/audio/Actor_03/03-01-02-02-02-02-03.wav,Ravdess,3,male,1,male_neutral,Train
132,E:/SER/audio/Actor_03/03-01-03-01-01-01-03.wav,Ravdess,3,male,3,male_happy,Train
133,E:/SER/audio/Actor_03/03-01-03-01-01-02-03.wav,Ravdess,3,male,3,male_happy,Train
134,E:/SER/audio/Actor_03/03-01-03-01-02-01-03.wav,Ravdess,3,male,3,male_happy,Train
135,E:/SER/audio/Actor_03/03-01-03-01-02-02-03.wav,Ravdess,3,male,3,male_happy,Train
136,E:/SER/audio/Actor_03/03-01-03-02-01-01-03.wav,Ravdess,3,male,3,male_happy,Train
137,E:/SER/audio/Actor_03/03-01-03-02-01-02-03.wav,Ravdess,3,male,3,male_happy,Train
138,E:/SER/audio/Actor_03/03-01-03-02-02-01-03.wav,Ravdess,3,male,3,male_happy,Train
139,E:/SER/audio/Actor_03/03-01-03-02-02-02-03.wav,Ravdess,3,male,3,male_happy,Train
140,E:/SER/audio/Actor_03/03-01-04-01-01-01-03.wav,Ravdess,3,male,4,male_sad,Train
141,E:/SER/audio/Actor_03/03-01-04-01-01-02-03.wav,Ravdess,3,male,4,male_sad,Train
142,E:/SER/audio/Actor_03/03-01-04-01-02-01-03.wav,Ravdess,3,male,4,male_sad,Train
143,E:/SER/audio/Actor_03/03-01-04-01-02-02-03.wav,Ravdess,3,male,4,male_sad,Train
144,E:/SER/audio/Actor_03/03-01-04-02-01-01-03.wav,Ravdess,3,male,4,male_sad,Train
145,E:/SER/audio/Actor_03/03-01-04-02-01-02-03.wav,Ravdess,3,male,4,male_sad,Train
146,E:/SER/audio/Actor_03/03-01-04-02-02-01-03.wav,Ravdess,3,male,4,male_sad,Train
147,E:/SER/audio/Actor_03/03-01-04-02-02-02-03.wav,Ravdess,3,male,4,male_sad,Train
148,E:/SER/audio/Actor_03/03-01-05-01-01-01-03.wav,Ravdess,3,male,5,male_angry,Train
149,E:/SER/audio/Actor_03/03-01-05-01-01-02-03.wav,Ravdess,3,male,5,male_angry,Train
150,E:/SER/audio/Actor_03/03-01-05-01-02-01-03.wav,Ravdess,3,male,5,male_angry,Train
151,E:/SER/audio/Actor_03/03-01-05-01-02-02-03.wav,Ravdess,3,male,5,male_angry,Train
152,E:/SER/audio/Actor_03/03-01-05-02-01-01-03.wav,Ravdess,3,male,5,male_angry,Train
153,E:/SER/audio/Actor_03/03-01-05-02-01-02-03.wav,Ravdess,3,male,5,male_angry,Train
154,E:/SER/audio/Actor_03/03-01-05-02-02-01-03.wav,Ravdess,3,male,5,male_angry,Train
155,E:/SER/audio/Actor_03/03-01-05-02-02-02-03.wav,Ravdess,3,male,5,male_angry,Train
156,E:/SER/audio/Actor_03/03-01-06-01-01-01-03.wav,Ravdess,3,male,6,male_fearful,Train
157,E:/SER/audio/Actor_03/03-01-06-01-01-02-03.wav,Ravdess,3,male,6,male_fearful,Train
158,E:/SER/audio/Actor_03/03-01-06-01-02-01-03.wav,Ravdess,3,male,6,male_fearful,Train
159,E:/SER/audio/Actor_03/03-01-06-01-02-02-03.wav,Ravdess,3,male,6,male_fearful,Train
160,E:/SER/audio/Actor_03/03-01-06-02-01-01-03.wav,Ravdess,3,male,6,male_fearful,Train
161,E:/SER/audio/Actor_03/03-01-06-02-01-02-03.wav,Ravdess,3,male,6,male_fearful,Train
162,E:/SER/audio/Actor_03/03-01-06-02-02-01-03.wav,Ravdess,3,male,6,male_fearful,Train
163,E:/SER/audio/Actor_03/03-01-06-02-02-02-03.wav,Ravdess,3,male,6,male_fearful,Train
164,E:/SER/audio/Actor_03/03-01-07-01-01-01-03.wav,Ravdess,3,male,7,male_disgust,Train
165,E:/SER/audio/Actor_03/03-01-07-01-01-02-03.wav,Ravdess,3,male,7,male_disgust,Train
166,E:/SER/audio/Actor_03/03-01-07-01-02-01-03.wav,Ravdess,3,male,7,male_disgust,Train
167,E:/SER/audio/Actor_03/03-01-07-01-02-02-03.wav,Ravdess,3,male,7,male_disgust,Train
168,E:/SER/audio/Actor_03/03-01-07-02-01-01-03.wav,Ravdess,3,male,7,male_disgust,Train
169,E:/SER/audio/Actor_03/03-01-07-02-01-02-03.wav,Ravdess,3,male,7,male_disgust,Train
170,E:/SER/audio/Actor_03/03-01-07-02-02-01-03.wav,Ravdess,3,male,7,male_disgust,Train
171,E:/SER/audio/Actor_03/03-01-07-02-02-02-03.wav,Ravdess,3,male,7,male_disgust,Train
172,E:/SER/audio/Actor_03/03-01-08-01-01-01-03.wav,Ravdess,3,male,8,male_surprised,Train
173,E:/SER/audio/Actor_03/03-01-08-01-01-02-03.wav,Ravdess,3,male,8,male_surprised,Train
174,E:/SER/audio/Actor_03/03-01-08-01-02-01-03.wav,Ravdess,3,male,8,male_surprised,Train
175,E:/SER/audio/Actor_03/03-01-08-01-02-02-03.wav,Ravdess,3,male,8,male_surprised,Train
176,E:/SER/audio/Actor_03/03-01-08-02-01-01-03.wav,Ravdess,3,male,8,male_surprised,Train
177,E:/SER/audio/Actor_03/03-01-08-02-01-02-03.wav,Ravdess,3,male,8,male_surprised,Train
178,E:/SER/audio/Actor_03/03-01-08-02-02-01-03.wav,Ravdess,3,male,8,male_surprised,Train
179,E:/SER/audio/Actor_03/03-01-08-02-02-02-03.wav,Ravdess,3,male,8,male_surprised,Train
180,E:/SER/audio/Actor_04/03-01-01-01-01-01-04.wav,Ravdess,4,female,1,female_neutral,Train
181,E:/SER/audio/Actor_04/03-01-01-01-01-02-04.wav,Ravdess,4,female,1,female_neutral,Train
182,E:/SER/audio/Actor_04/03-01-01-01-02-01-04.wav,Ravdess,4,female,1,female_neutral,Train
183,E:/SER/audio/Actor_04/03-01-01-01-02-02-04.wav,Ravdess,4,female,1,female_neutral,Train
184,E:/SER/audio/Actor_04/03-01-02-01-01-01-04.wav,Ravdess,4,female,1,female_neutral,Train
185,E:/SER/audio/Actor_04/03-01-02-01-01-02-04.wav,Ravdess,4,female,1,female_neutral,Train
186,E:/SER/audio/Actor_04/03-01-02-01-02-01-04.wav,Ravdess,4,female,1,female_neutral,Train
187,E:/SER/audio/Actor_04/03-01-02-01-02-02-04.wav,Ravdess,4,female,1,female_neutral,Train
188,E:/SER/audio/Actor_04/03-01-02-02-01-01-04.wav,Ravdess,4,female,1,female_neutral,Train
189,E:/SER/audio/Actor_04/03-01-02-02-01-02-04.wav,Ravdess,4,female,1,female_neutral,Train
190,E:/SER/audio/Actor_04/03-01-02-02-02-01-04.wav,Ravdess,4,female,1,female_neutral,Train
191,E:/SER/audio/Actor_04/03-01-02-02-02-02-04.wav,Ravdess,4,female,1,female_neutral,Train
192,E:/SER/audio/Actor_04/03-01-03-01-01-01-04.wav,Ravdess,4,female,3,female_happy,Train
193,E:/SER/audio/Actor_04/03-01-03-01-01-02-04.wav,Ravdess,4,female,3,female_happy,Train
194,E:/SER/audio/Actor_04/03-01-03-01-02-01-04.wav,Ravdess,4,female,3,female_happy,Train
195,E:/SER/audio/Actor_04/03-01-03-01-02-02-04.wav,Ravdess,4,female,3,female_happy,Train
196,E:/SER/audio/Actor_04/03-01-03-02-01-01-04.wav,Ravdess,4,female,3,female_happy,Train
197,E:/SER/audio/Actor_04/03-01-03-02-01-02-04.wav,Ravdess,4,female,3,female_happy,Train
198,E:/SER/audio/Actor_04/03-01-03-02-02-01-04.wav,Ravdess,4,female,3,female_happy,Train
199,E:/SER/audio/Actor_04/03-01-03-02-02-02-04.wav,Ravdess,4,female,3,female_happy,Train
200,E:/SER/audio/Actor_04/03-01-04-01-01-01-04.wav,Ravdess,4,female,4,female_sad,Train
201,E:/SER/audio/Actor_04/03-01-04-01-01-02-04.wav,Ravdess,4,female,4,female_sad,Train
202,E:/SER/audio/Actor_04/03-01-04-01-02-01-04.wav,Ravdess,4,female,4,female_sad,Train
203,E:/SER/audio/Actor_04/03-01-04-01-02-02-04.wav,Ravdess,4,female,4,female_sad,Train
204,E:/SER/audio/Actor_04/03-01-04-02-01-01-04.wav,Ravdess,4,female,4,female_sad,Train
205,E:/SER/audio/Actor_04/03-01-04-02-01-02-04.wav,Ravdess,4,female,4,female_sad,Train
206,E:/SER/audio/Actor_04/03-01-04-02-02-01-04.wav,Ravdess,4,female,4,female_sad,Train
207,E:/SER/audio/Actor_04/03-01-04-02-02-02-04.wav,Ravdess,4,female,4,female_sad,Train
208,E:/SER/audio/Actor_04/03-01-05-01-01-01-04.wav,Ravdess,4,female,5,female_angry,Train
209,E:/SER/audio/Actor_04/03-01-05-01-01-02-04.wav,Ravdess,4,female,5,female_angry,Train
210,E:/SER/audio/Actor_04/03-01-05-01-02-01-04.wav,Ravdess,4,female,5,female_angry,Train
211,E:/SER/audio/Actor_04/03-01-05-01-02-02-04.wav,Ravdess,4,female,5,female_angry,Train
212,E:/SER/audio/Actor_04/03-01-05-02-01-01-04.wav,Ravdess,4,female,5,female_angry,Train
213,E:/SER/audio/Actor_04/03-01-05-02-01-02-04.wav,Ravdess,4,female,5,female_angry,Train
214,E:/SER/audio/Actor_04/03-01-05-02-02-01-04.wav,Ravdess,4,female,5,female_angry,Train
215,E:/SER/audio/Actor_04/03-01-05-02-02-02-04.wav,Ravdess,4,female,5,female_angry,Train
216,E:/SER/audio/Actor_04/03-01-06-01-01-01-04.wav,Ravdess,4,female,6,female_fearful,Train
217,E:/SER/audio/Actor_04/03-01-06-01-01-02-04.wav,Ravdess,4,female,6,female_fearful,Train
218,E:/SER/audio/Actor_04/03-01-06-01-02-01-04.wav,Ravdess,4,female,6,female_fearful,Train
219,E:/SER/audio/Actor_04/03-01-06-01-02-02-04.wav,Ravdess,4,female,6,female_fearful,Train
220,E:/SER/audio/Actor_04/03-01-06-02-01-01-04.wav,Ravdess,4,female,6,female_fearful,Train
221,E:/SER/audio/Actor_04/03-01-06-02-01-02-04.wav,Ravdess,4,female,6,female_fearful,Train
222,E:/SER/audio/Actor_04/03-01-06-02-02-01-04.wav,Ravdess,4,female,6,female_fearful,Train
223,E:/SER/audio/Actor_04/03-01-06-02-02-02-04.wav,Ravdess,4,female,6,female_fearful,Train
224,E:/SER/audio/Actor_04/03-01-07-01-01-01-04.wav,Ravdess,4,female,7,female_disgust,Train
225,E:/SER/audio/Actor_04/03-01-07-01-01-02-04.wav,Ravdess,4,female,7,female_disgust,Train
226,E:/SER/audio/Actor_04/03-01-07-01-02-01-04.wav,Ravdess,4,female,7,female_disgust,Train
227,E:/SER/audio/Actor_04/03-01-07-01-02-02-04.wav,Ravdess,4,female,7,female_disgust,Train
228,E:/SER/audio/Actor_04/03-01-07-02-01-01-04.wav,Ravdess,4,female,7,female_disgust,Train
229,E:/SER/audio/Actor_04/03-01-07-02-01-02-04.wav,Ravdess,4,female,7,female_disgust,Train
230,E:/SER/audio/Actor_04/03-01-07-02-02-01-04.wav,Ravdess,4,female,7,female_disgust,Train
231,E:/SER/audio/Actor_04/03-01-07-02-02-02-04.wav,Ravdess,4,female,7,female_disgust,Train
232,E:/SER/audio/Actor_04/03-01-08-01-01-01-04.wav,Ravdess,4,female,8,female_surprised,Train
233,E:/SER/audio/Actor_04/03-01-08-01-01-02-04.wav,Ravdess,4,female,8,female_surprised,Train
234,E:/SER/audio/Actor_04/03-01-08-01-02-01-04.wav,Ravdess,4,female,8,female_surprised,Train
235,E:/SER/audio/Actor_04/03-01-08-01-02-02-04.wav,Ravdess,4,female,8,female_surprised,Train
236,E:/SER/audio/Actor_04/03-01-08-02-01-01-04.wav,Ravdess,4,female,8,female_surprised,Train
237,E:/SER/audio/Actor_04/03-01-08-02-01-02-04.wav,Ravdess,4,female,8,female_surprised,Train
238,E:/SER/audio/Actor_04/03-01-08-02-02-01-04.wav,Ravdess,4,female,8,female_surprised,Train
239,E:/SER/audio/Actor_04/03-01-08-02-02-02-04.wav,Ravdess,4,female,8,female_surprised,Train
240,E:/SER/audio/Actor_05/03-01-01-01-01-01-05.wav,Ravdess,5,male,1,male_neutral,Train
241,E:/SER/audio/Actor_05/03-01-01-01-01-02-05.wav,Ravdess,5,male,1,male_neutral,Train
242,E:/SER/audio/Actor_05/03-01-01-01-02-01-05.wav,Ravdess,5,male,1,male_neutral,Train
243,E:/SER/audio/Actor_05/03-01-01-01-02-02-05.wav,Ravdess,5,male,1,male_neutral,Train
244,E:/SER/audio/Actor_05/03-01-02-01-01-01-05.wav,Ravdess,5,male,1,male_neutral,Train
245,E:/SER/audio/Actor_05/03-01-02-01-01-02-05.wav,Ravdess,5,male,1,male_neutral,Train
246,E:/SER/audio/Actor_05/03-01-02-01-02-01-05.wav,Ravdess,5,male,1,male_neutral,Train
247,E:/SER/audio/Actor_05/03-01-02-01-02-02-05.wav,Ravdess,5,male,1,male_neutral,Train
248,E:/SER/audio/Actor_05/03-01-02-02-01-01-05.wav,Ravdess,5,male,1,male_neutral,Train
249,E:/SER/audio/Actor_05/03-01-02-02-01-02-05.wav,Ravdess,5,male,1,male_neutral,Train
250,E:/SER/audio/Actor_05/03-01-02-02-02-01-05.wav,Ravdess,5,male,1,male_neutral,Train
251,E:/SER/audio/Actor_05/03-01-02-02-02-02-05.wav,Ravdess,5,male,1,male_neutral,Train
252,E:/SER/audio/Actor_05/03-01-03-01-01-01-05.wav,Ravdess,5,male,3,male_happy,Train
253,E:/SER/audio/Actor_05/03-01-03-01-01-02-05.wav,Ravdess,5,male,3,male_happy,Train
254,E:/SER/audio/Actor_05/03-01-03-01-02-01-05.wav,Ravdess,5,male,3,male_happy,Train
