,path,source,actor,gender,emotion,emotion_lb
94,E:/SER/audio/Actor_02/03-01-05-02-02-01-02.wav,Ravdess,2,female,5,angry
95,E:/SER/audio/Actor_02/03-01-05-02-02-02-02.wav,Ravdess,2,female,5,angry
96,E:/SER/audio/Actor_02/03-01-06-01-01-01-02.wav,Ravdess,2,female,6,fearful
97,E:/SER/audio/Actor_02/03-01-06-01-01-02-02.wav,Ravdess,2,female,6,fearful
98,E:/SER/audio/Actor_02/03-01-06-01-02-01-02.wav,Ravdess,2,female,6,fearful
99,E:/SER/audio/Actor_02/03-01-06-01-02-02-02.wav,Ravdess,2,female,6,fearful
100,E:/SER/audio/Actor_02/03-01-06-02-01-01-02.wav,Ravdess,2,female,6,fearful
101,E:/SER/audio/Actor_02/03-01-06-02-01-02-02.wav,Ravdess,2,female,6,fearful
102,E:/SER/audio/Actor_02/03-01-06-02-02-01-02.wav,Ravdess,2,female,6,fearful
103,E:/SER/audio/Actor_02/03-01-06-02-02-02-02.wav,Ravdess,2,female,6,fearful
104,E:/SER/audio/Actor_02/03-01-07-01-01-01-02.wav,Ravdess,2,female,7,disgust
105,E:/SER/audio/Actor_02/03-01-07-01-01-02-02.wav,Ravdess,2,female,7,disgust
106,E:/SER/audio/Actor_02/03-01-07-01-02-01-02.wav,Ravdess,2,female,7,disgust
107,E:/SER/audio/Actor_02/03-01-07-01-02-02-02.wav,Ravdess,2,female,7,disgust
108,E:/SER/audio/Actor_02/03-01-07-02-01-01-02.wav,Ravdess,2,female,7,disgust
109,E:/SER/audio/Actor_02/03-01-07-02-01-02-02.wav,Ravdess,2,female,7,disgust
110,E:/SER/audio/Actor_02/03-01-07-02-02-01-02.wav,Ravdess,2,female,7,disgust
111,E:/SER/audio/Actor_02/03-01-07-02-02-02-02.wav,Ravdess,2,female,7,disgust
112,E:/SER/audio/Actor_02/03-01-08-01-01-01-02.wav,Ravdess,2,female,8,surprised
113,E:/SER/audio/Actor_02/03-01-08-01-01-02-02.wav,Ravdess,2,female,8,surprised
114,E:/SER/audio/Actor_02/03-01-08-01-02-01-02.wav,Ravdess,2,female,8,surprised
115,E:/SER/audio/Actor_02/03-01-08-01-02-02-02.wav,Ravdess,2,female,8,surprised
116,E:/SER/audio/Actor_02/03-01-08-02-01-01-02.wav,Ravdess,2,female,8,surprised
117,E:/SER/audio/Actor_02/03-01-08-02-01-02-02.wav,Ravdess,2,female,8,surprised
118,E:/SER/audio/Actor_02/03-01-08-02-02-01-02.wav,Ravdess,2,female,8,surprised
119,E:/SER/audio/Actor_02/03-01-08-02-02-02-02.wav,Ravdess,2,female,8,surprised
120,E:/SER/audio/Actor_03/03-01-01-01-01-01-03.wav,Ravdess,3,male,1,neutral
121,E:/SER/audio/Actor_03/03-01-01-01-01-02-03.wav,Ravdess,3,male,1,neutral
122,E:/SER/audio/Actor_03/03-01-01-01-02-01-03.wav,Ravdess,3,male,1,neutral
123,E:/SER/audio/Actor_03/03-01-01-01-02-02-03.wav,Ravdess,3,male,1,neutral
124,E:/SER/audio/Actor_03/03-01-02-01-01-01-03.wav,Ravdess,3,male,2,calm
125,E:/SER/audio/Actor_03/03-01-02-01-01-02-03.wav,Ravdess,3,male,2,calm
126,E:/SER/audio/Actor_03/03-01-02-01-02-01-03.wav,Ravdess,3,male,2,calm
127,E:/SER/audio/Actor_03/03-01-02-01-02-02-03.wav,Ravdess,3,male,2,calm
128,E:/SER/audio/Actor_03/03-01-02-02-01-01-03.wav,Ravdess,3,male,2,calm
129,E:/SER/audio/Actor_03/03-01-02-02-01-02-03.wav,Ravdess,3,male,2,calm
130,E:/SER/audio/Actor_03/03-01-02-02-02-01-03.wav,Ravdess,3,male,2,calm
131,E:/SER/audio/Actor_03/03-01-02-02-02-02-03.wav,Ravdess,3,male,2,calm
132,E:/SER/audio/Actor_03/03-01-03-01-01-01-03.wav,Ravdess,3,male,3,happy
133,E:/SER/audio/Actor_03/03-01-03-01-01-02-03.wav,Ravdess,3,male,3,happy
134,E:/SER/audio/Actor_03/03-01-03-01-02-01-03.wav,Ravdess,3,male,3,happy
135,E:/SER/audio/Actor_03/03-01-03-01-02-02-03.wav,Ravdess,3,male,3,happy
136,E:/SER/audio/Actor_03/03-01-03-02-01-01-03.wav,Ravdess,3,male,3,happy
137,E:/SER/audio/Actor_03/03-01-03-02-01-02-03.wav,Ravdess,3,male,3,happy
138,E:/SER/audio/Actor_03/03-01-03-02-02-01-03.wav,Ravdess,3,male,3,happy
139,E:/SER/audio/Actor_03/03-01-03-02-02-02-03.wav,Ravdess,3,male,3,happy
140,E:/SER/audio/Actor_03/03-01-04-01-01-01-03.wav,Ravdess,3,male,4,sad
141,E:/SER/audio/Actor_03/03-01-04-01-01-02-03.wav,Ravdess,3,male,4,sad
142,E:/SER/audio/Actor_03/03-01-04-01-02-01-03.wav,Ravdess,3,male,4,sad
143,E:/SER/audio/Actor_03/03-01-04-01-02-02-03.wav,Ravdess,3,male,4,sad
144,E:/SER/audio/Actor_03/03-01-04-02-01-01-03.wav,Ravdess,3,male,4,sad
145,E:/SER/audio/Actor_03/03-01-04-02-01-02-03.wav,Ravdess,3,male,4,sad
146,E:/SER/audio/Actor_03/03-01-04-02-02-01-03.wav,Ravdess,3,male,4,sad
147,E:/SER/audio/Actor_03/03-01-04-02-02-02-03.wav,Ravdess,3,male,4,sad
148,E:/SER/audio/Actor_03/03-01-05-01-01-01-03.wav,Ravdess,3,male,5,angry
149,E:/SER/audio/Actor_03/03-01-05-01-01-02-03.wav,Ravdess,3,male,5,angry
150,E:/SER/audio/Actor_03/03-01-05-01-02-01-03.wav,Ravdess,3,male,5,angry
151,E:/SER/audio/Actor_03/03-01-05-01-02-02-03.wav,Ravdess,3,male,5,angry
152,E:/SER/audio/Actor_03/03-01-05-02-01-01-03.wav,Ravdess,3,male,5,angry
153,E:/SER/audio/Actor_03/03-01-05-02-01-02-03.wav,Ravdess,3,male,5,angry
154,E:/SER/audio/Actor_03/03-01-05-02-02-01-03.wav,Ravdess,3,male,5,angry
155,E:/SER/audio/Actor_03/03-01-05-02-02-02-03.wav,Ravdess,3,male,5,angry
156,E:/SER/audio/Actor_03/03-01-06-01-01-01-03.wav,Ravdess,3,male,6,fearful
157,E:/SER/audio/Actor_03/03-01-06-01-01-02-03.wav,Ravdess,3,male,6,fearful
158,E:/SER/audio/Actor_03/03-01-06-01-02-01-03.wav,Ravdess,3,male,6,fearful
159,E:/SER/audio/Actor_03/03-01-06-01-02-02-03.wav,Ravdess,3,male,6,fearful
160,E:/SER/audio/Actor_03/03-01-06-02-01-01-03.wav,Ravdess,3,male,6,fearful
161,E:/SER/audio/Actor_03/03-01-06-02-01-02-03.wav,Ravdess,3,male,6,fearful
162,E:/SER/audio/Actor_03/03-01-06-02-02-01-03.wav,Ravdess,3,male,6,fearful
163,E:/SER/audio/Actor_03/03-01-06-02-02-02-03.wav,Ravdess,3,male,6,fearful
164,E:/SER/audio/Actor_03/03-01-07-01-01-01-03.wav,Ravdess,3,male,7,disgust
165,E:/SER/audio/Actor_03/03-01-07-01-01-02-03.wav,Ravdess,3,male,7,disgust
166,E:/SER/audio/Actor_03/03-01-07-01-02-01-03.wav,Ravdess,3,male,7,disgust
167,E:/SER/audio/Actor_03/03-01-07-01-02-02-03.wav,Ravdess,3,male,7,disgust
168,E:/SER/audio/Actor_03/03-01-07-02-01-01-03.wav,Ravdess,3,male,7,disgust
169,E:/SER/audio/Actor_03/03-01-07-02-01-02-03.wav,Ravdess,3,male,7,disgust
170,E:/SER/audio/Actor_03/03-01-07-02-02-01-03.wav,Ravdess,3,male,7,disgust
171,E:/SER/audio/Actor_03/03-01-07-02-02-02-03.wav,Ravdess,3,male,7,disgust
172,E:/SER/audio/Actor_03/03-01-08-01-01-01-03.wav,Ravdess,3,male,8,surprised
173,E:/SER/audio/Actor_03/03-01-08-01-01-02-03.wav,Ravdess,3,male,8,surprised
174,E:/SER/audio/Actor_03/03-01-08-01-02-01-03.wav,Ravdess,3,male,8,surprised
175,E:/SER/audio/Actor_03/03-01-08-01-02-02-03.wav,Ravdess,3,male,8,surprised
176,E:/SER/audio/Actor_03/03-01-08-02-01-01-03.wav,Ravdess,3,male,8,surprised
177,E:/SER/audio/Actor_03/03-01-08-02-01-02-03.wav,Ravdess,3,male,8,surprised
178,E:/SER/audio/Actor_03/03-01-08-02-02-01-03.wav,Ravdess,3,male,8,surprised
179,E:/SER/audio/Actor_03/03-01-08-02-02-02-03.wav,Ravdess,3,male,8,surprised
180,E:/SER/audio/Actor_04/03-01-01-01-01-01-04.wav,Ravdess,4,female,1,neutral
181,E:/SER/audio/Actor_04/03-01-01-01-01-02-04.wav,Ravdess,4,female,1,neutral
182,E:/SER/audio/Actor_04/03-01-01-01-02-01-04.wav,Ravdess,4,female,1,neutral
183,E:/SER/audio/Actor_04/03-01-01-01-02-02-04.wav,Ravdess,4,female,1,neutral
184,E:/SER/audio/Actor_04/03-01-02-01-01-01-04.wav,Ravdess,4,female,2,calm
185,E:/SER/audio/Actor_04/03-01-02-01-01-02-04.wav,Ravdess,4,female,2,calm
186,E:/SER/audio/Actor_04/03-01-02-01-02-01-04.wav,Ravdess,4,female,2,calm
187,E:/SER/audio/Actor_04/03-01-02-01-02-02-04.wav,Ravdess,4,female,2,calm
188,E:/SER/audio/Actor_04/03-01-02-02-01-01-04.wav,Ravdess,4,female,2,calm
189,E:/SER/audio/Actor_04/03-01-02-02-01-02-04.wav,Ravdess,4,female,2,calm
190,E:/SER/audio/Actor_04/03-01-02-02-02-01-04.wav,Ravdess,4,female,2,calm
191,E:/SER/audio/Actor_04/03-01-02-02-02-02-04.wav,Ravdess,4,female,2,calm
192,E:/SER/audio/Actor_04/03-01-03-01-01-01-04.wav,Ravdess,4,female,3,happy
193,E:/SER/audio/Actor_04/03-01-03-01-01-02-04.wav,Ravdess,4,female,3,happy
194,E:/SER/audio/Actor_04/03-01-03-01-02-01-04.wav,Ravdess,4,female,3,happy
195,E:/SER/audio/Actor_04/03-01-03-01-02-02-04.wav,Ravdess,4,female,3,happy
196,E:/SER/audio/Actor_04/03-01-03-02-01-01-04.wav,Ravdess,4,female,3,happy
197,E:/SER/audio/Actor_04/03-01-03-02-01-02-04.wav,Ravdess,4,female,3,happy
198,E:/SER/audio/Actor_04/03-01-03-02-02-01-04.wav,Ravdess,4,female,3,happy
199,E:/SER/audio/Actor_04/03-01-03-02-02-02-04.wav,Ravdess,4,female,3,happy
200,E:/SER/audio/Actor_04/03-01-04-01-01-01-04.wav,Ravdess,4,female,4,sad
201,E:/SER/audio/Actor_04/03-01-04-01-01-02-04.wav,Ravdess,4,female,4,sad
202,E:/SER/audio/Actor_04/03-01-04-01-02-01-04.wav,Ravdess,4,female,4,sad
203,E:/SER/audio/Actor_04/03-01-04-01-02-02-04.wav,Ravdess,4,female,4,sad
204,E:/SER/audio/Actor_04/03-01-04-02-01-01-04.wav,Ravdess,4,female,4,sad
205,E:/SER/audio/Actor_04/03-01-04-02-01-02-04.wav,Ravdess,4,female,4,sad
206,E:/SER/audio/Actor_04/03-01-04-02-02-01-04.wav,Ravdess,4,female,4,sad
207,E:/SER/audio/Actor_04/03-01-04-02-02-02-04.wav,Ravdess,4,female,4,sad
208,E:/SER/audio/Actor_04/03-01-05-01-01-01-04.wav,Ravdess,4,female,5,angry
209,E:/SER/audio/Actor_04/03-01-05-01-01-02-04.wav,Ravdess,4,female,5,angry
210,E:/SER/audio/Actor_04/03-01-05-01-02-01-04.wav,Ravdess,4,female,5,angry
211,E:/SER/audio/Actor_04/03-01-05-01-02-02-04.wav,Ravdess,4,female,5,angry
212,E:/SER/audio/Actor_04/03-01-05-02-01-01-04.wav,Ravdess,4,female,5,angry
213,E:/SER/audio/Actor_04/03-01-05-02-01-02-04.wav,Ravdess,4,female,5,angry
214,E:/SER/audio/Actor_04/03-01-05-02-02-01-04.wav,Ravdess,4,female,5,angry
215,E:/SER/audio/Actor_04/03-01-05-02-02-02-04.wav,Ravdess,4,female,5,angry
216,E:/SER/audio/Actor_04/03-01-06-01-01-01-04.wav,Ravdess,4,female,6,fearful
217,E:/SER/audio/Actor_04/03-01-06-01-01-02-04.wav,Ravdess,4,female,6,fearful
218,E:/SER/audio/Actor_04/03-01-06-01-02-01-04.wav,Ravdess,4,female,6,fearful
219,E:/SER/audio/Actor_04/03-01-06-01-02-02-04.wav,Ravdess,4,female,6,fearful
220,E:/SER/audio/Actor_04/03-01-06-02-01-01-04.wav,Ravdess,4,female,6,fearful
221,E:/SER/audio/Actor_04/03-01-06-02-01-02-04.wav,Ravdess,4,female,6,fearful
222,E:/SER/audio/Actor_04/03-01-06-02-02-01-04.wav,Ravdess,4,female,6,fearful
223,E:/SER/audio/Actor_04/03-01-06-02-02-02-04.wav,Ravdess,4,female,6,fearful
224,E:/SER/audio/Actor_04/03-01-07-01-01-01-04.wav,Ravdess,4,female,7,disgust
225,E:/SER/audio/Actor_04/03-01-07-01-01-02-04.wav,Ravdess,4,female,7,disgust
226,E:/SER/audio/Actor_04/03-01-07-01-02-01-04.wav,Ravdess,4,female,7,disgust
227,E:/SER/audio/Actor_04/03-01-07-01-02-02-04.wav,Ravdess,4,female,7,disgust
228,E:/SER/audio/Actor_04/03-01-07-02-01-01-04.wav,Ravdess,4,female,7,disgust
229,E:/SER/audio/Actor_04/03-01-07-02-01-02-04.wav,Ravdess,4,female,7,disgust
230,E:/SER/audio/Actor_04/03-01-07-02-02-01-04.wav,Ravdess,4,female,7,disgust
231,E:/SER/audio/Actor_04/03-01-07-02-02-02-04.wav,Ravdess,4,female,7,disgust
232,E:/SER/audio/Actor_04/03-01-08-01-01-01-04.wav,Ravdess,4,female,8,surprised
233,E:/SER/audio/Actor_04/03-01-08-01-01-02-04.wav,Ravdess,4,female,8,surprised
234,E:/SER/audio/Actor_04/03-01-08-01-02-01-04.wav,Ravdess,4,female,8,surprised
235,E:/SER/audio/Actor_04/03-01-08-01-02-02-04.wav,Ravdess,4,female,8,surprised
236,E:/SER/audio/Actor_04/03-01-08-02-01-01-04.wav,Ravdess,4,female,8,surprised
237,E:/SER/audio/Actor_04/03-01-08-02-01-02-04.wav,Ravdess,4,female,8,surprised
238,E:/SER/audio/Actor_04/03-01-08-02-02-01-04.wav,Ravdess,4,female,8,surprised
239,E:/SER/audio/Actor_04/03-01-08-02-02-02-04.wav,Ravdess,4,female,8,surprised
240,E:/SER/audio/Actor_05/03-01-01-01-01-01-05.wav,Ravdess,5,male,1,neutral
241,E:/SER/audio/Actor_05/03-01-01-01-01-02-05.wav,Ravdess,5,male,1,neutral
242,E:/SER/audio/Actor_05/03-01-01-01-02-01-05.wav,Ravdess,5,male,1,neutral
243,E:/SER/audio/Actor_05/03-01-01-01-02-02-05.wav,Ravdess,5,male,1,neutral
244,E:/SER/audio/Actor_05/03-01-02-01-01-01-05.wav,Ravdess,5,male,2,calm
245,E:/SER/audio/Actor_05/03-01-02-01-01-02-05.wav,Ravdess,5,male,2,calm
246,E:/SER/audio/Actor_05/03-01-02-01-02-01-05.wav,Ravdess,5,male,2,calm
247,E:/SER/audio/Actor_05/03-01-02-01-02-02-05.wav,Ravdess,5,male,2,calm
248,E:/SER/audio/Actor_05/03-01-02-02-01-01-05.wav,Ravdess,5,male,2,calm
249,E:/SER/audio/Actor_05/03-01-02-02-01-02-05.wav,Ravdess,5,male,2,calm
250,E:/SER/audio/Actor_05/03-01-02-02-02-01-05.wav,Ravdess,5,male,2,calm
251,E:/SER/audio/Actor_05/03-01-02-02-02-02-05.wav,Ravdess,5,male,2,calm
252,E:/SER/audio/Actor_05/03-01-03-01-01-01-05.wav,Ravdess,5,male,3,happy
253,E:/SER/audio/Actor_05/03-01-03-01-01-02-05.wav,Ravdess,5,male,3,happy
254,E:/SER/audio/Actor_05/03-01-03-01-02-01-05.wav,Ravdess,5,male,3,happy
255,E:/SER/audio/Actor_05/03-01-03-01-02-02-05.wav,Ravdess,5,male,3,happy
256,E:/SER/audio/Actor_05/03-01-03-02-01-01-05.wav,Ravdess,5,male,3,happy
257,E:/SER/audio/Actor_05/03-01-03-02-01-02-05.wav,Ravdess,5,male,3,happy
258,E:/SER/audio/Actor_05/03-01-03-02-02-01-05.wav,Ravdess,5,male,3,happy
259,E:/SER/audio/Actor_05/03-01-03-02-02-02-05.wav,Ravdess,5,male,3,happy
260,E:/SER/audio/Actor_05/03-01-04-01-01-01-05.wav,Ravdess,5,male,4,sad
261,E:/SER/audio/Actor_05/03-01-04-01-01-02-05.wav,Ravdess,5,male,4,sad
262,E:/SER/audio/Actor_05/03-01-04-01-02-01-05.wav,Ravdess,5,male,4,sad
263,E:/SER/audio/Actor_05/03-01-04-01-02-02-05.wav,Ravdess,5,male,4,sad
264,E:/SER/audio/Actor_05/03-01-04-02-01-01-05.wav,Ravdess,5,male,4,sad
265,E:/SER/audio/Actor_05/03-01-04-02-01-02-05.wav,Ravdess,5,male,4,sad
266,E:/SER/audio/Actor_05/03-01-04-02-02-01-05.wav,Ravdess,5,male,4,sad
267,E:/SER/audio/Actor_05/03-01-04-02-02-02-05.wav,Ravdess,5,male,4,sad
268,E:/SER/audio/Actor_05/03-01-05-01-01-01-05.wav,Ravdess,5,male,5,angry
269,E:/SER/audio/Actor_05/03-01-05-01-01-02-05.wav,Ravdess,5,male,5,angry
270,E:/SER/audio/Actor_05/03-01-05-01-02-01-05.wav,Ravdess,5,male,5,angry
271,E:/SER/audio/Actor_05/03-01-05-01-02-02-05.wav,Ravdess,5,male,5,angry
272,E:/SER/audio/Actor_05/03-01-05-02-01-01-05.wav,Ravdess,5,male,5,angry
273,E:/SER/audio/Actor_05/03-01-05-02-01-02-05.wav,Ravdess,5,male,5,angry
274,E:/SER/audio/Actor_05/03-01-05-02-02-01-05.wav,Ravdess,5,male,5,angry
275,E:/SER/audio/Actor_05/03-01-05-02-02-02-05.wav,Ravdess,5,male,5,angry
276,E:/SER/audio/Actor_05/03-01-06-01-01-01-05.wav,Ravdess,5,male,6,fearful
277,E:/SER/audio/Actor_05/03-01-06-01-01-02-05.wav,Ravdess,5,male,6,fearful
278,E:/SER/audio/Actor_05/03-01-06-01-02-01-05.wav,Ravdess,5,male,6,fearful
279,E:/SER/audio/Actor_05/03-01-06-01-02-02-05.wav,Ravdess,5,male,6,fearful
280,E:/SER/audio/Actor_05/03-01-06-02-01-01-05.wav,Ravdess,5,male,6,fearful
281,E:/SER/audio/Actor_05/03-01-06-02-01-02-05.wav,Ravdess,5,male,6,fearful
